COVID,NC,Normal
69.0,0.0,4.0
55.0,170.0,238.0
68.0,19.0,98.0
30.0,2.0,17.0
12.0,6.0,9.0
17.0,16.0,33.0
133.0,11.0,3.0
0.0,4.0,0.0
7.0,0.0,1.0
254.0,9.0,0.0
147.0,3.0,255.0
207.0,0.0,216.0
30.0,13.0,0.0
2.0,1.0,217.0
95.0,4.0,74.0
9.0,1.0,38.0
62.0,0.0,18.0
5.0,27.0,155.0
21.0,0.0,82.0
25.0,2.0,5.0
0.0,3.0,223.0
140.0,5.0,19.0
97.0,150.0,0.0
137.0,3.0,182.0
197.0,0.0,0.0
160.0,1.0,0.0
255.0,5.0,0.0
67.0,159.0,239.0
72.0,9.0,220.0
48.0,30.0,0.0
11.0,2.0,86.0
67.0,1.0,28.0
57.0,19.0,3.0
39.0,4.0,167.0
142.0,4.0,228.0
27.0,4.0,217.0
26.0,3.0,56.0
57.0,32.0,105.0
0.0,109.0,0.0
0.0,1.0,6.0
202.0,1.0,0.0
59.0,22.0,141.0
0.0,37.0,0.0
156.0,11.0,25.0
242.0,0.0,0.0
26.0,17.0,79.0
35.0,36.0,206.0
0.0,14.0,1.0
200.0,0.0,226.0
29.0,3.0,48.0
11.0,67.0,152.0
1.0,12.0,24.0
11.0,16.0,6.0
24.0,81.0,126.0
105.0,8.0,141.0
88.0,1.0,72.0
30.0,0.0,2.0
30.0,0.0,1.0
1.0,93.0,112.0
30.0,49.0,245.0
33.0,255.0,62.0
11.0,25.0,0.0
0.0,68.0,51.0
10.0,43.0,226.0
78.0,0.0,0.0
16.0,223.0,0.0
7.0,173.0,0.0
53.0,0.0,17.0
0.0,175.0,63.0
28.0,0.0,91.0
159.0,104.0,215.0
36.0,0.0,24.0
242.0,49.0,43.0
0.0,182.0,27.0
0.0,110.0,8.0
10.0,2.0,11.0
0.0,234.0,0.0
115.0,2.0,235.0
61.0,105.0,196.0
5.0,123.0,2.0
34.0,5.0,187.0
160.0,5.0,21.0
0.0,45.0,201.0
40.0,207.0,20.0
176.0,0.0,162.0
207.0,5.0,0.0
3.0,42.0,206.0
206.0,1.0,5.0
15.0,82.0,0.0
12.0,3.0,72.0
34.0,3.0,79.0
222.0,5.0,166.0
21.0,1.0,249.0
15.0,244.0,56.0
106.0,0.0,0.0
30.0,2.0,255.0
130.0,5.0,6.0
183.0,5.0,35.0
0.0,1.0,22.0
192.0,1.0,0.0
12.0,4.0,4.0
105.0,0.0,34.0
128.0,7.0,1.0
1.0,105.0,24.0
90.0,8.0,43.0
72.0,2.0,8.0
104.0,1.0,242.0
78.0,0.0,6.0
0.0,65.0,55.0
74.0,0.0,95.0
134.0,116.0,169.0
0.0,0.0,228.0
59.0,3.0,177.0
47.0,6.0,10.0
25.0,2.0,0.0
25.0,1.0,2.0
55.0,108.0,0.0
30.0,1.0,5.0
5.0,0.0,235.0
0.0,113.0,0.0
26.0,221.0,173.0
0.0,0.0,1.0
225.0,1.0,5.0
25.0,3.0,3.0
102.0,29.0,255.0
19.0,32.0,254.0
129.0,4.0,131.0
71.0,2.0,100.0
143.0,105.0,28.0
10.0,3.0,47.0
161.0,11.0,40.0
0.0,25.0,3.0
106.0,4.0,85.0
96.0,3.0,41.0
0.0,3.0,124.0
21.0,6.0,226.0
137.0,222.0,19.0
29.0,1.0,0.0
41.0,7.0,2.0
180.0,26.0,7.0
11.0,0.0,4.0
12.0,0.0,177.0
12.0,1.0,154.0
22.0,6.0,26.0
133.0,25.0,28.0
72.0,2.0,214.0
9.0,0.0,108.0
11.0,119.0,44.0
27.0,6.0,165.0
30.0,1.0,95.0
192.0,8.0,40.0
7.0,2.0,3.0
70.0,6.0,197.0
35.0,8.0,10.0
0.0,1.0,166.0
0.0,2.0,111.0
0.0,18.0,186.0
65.0,96.0,0.0
78.0,43.0,0.0
0.0,5.0,172.0
5.0,1.0,8.0
0.0,0.0,0.0
42.0,77.0,166.0
1.0,3.0,215.0
208.0,1.0,65.0
61.0,7.0,97.0
6.0,14.0,0.0
12.0,3.0,113.0
50.0,3.0,218.0
217.0,8.0,0.0
2.0,0.0,211.0
14.0,0.0,16.0
0.0,2.0,5.0
12.0,0.0,2.0
20.0,0.0,206.0
110.0,2.0,130.0
10.0,1.0,2.0
0.0,112.0,9.0
45.0,157.0,16.0
41.0,6.0,3.0
30.0,1.0,0.0
0.0,0.0,13.0
0.0,6.0,0.0
167.0,0.0,19.0
208.0,23.0,0.0
8.0,30.0,7.0
10.0,0.0,240.0
23.0,1.0,254.0
27.0,237.0,0.0
0.0,110.0,30.0
49.0,151.0,9.0
59.0,13.0,199.0
124.0,0.0,8.0
147.0,0.0,24.0
12.0,1.0,191.0
87.0,7.0,239.0
15.0,14.0,0.0
12.0,187.0,203.0
67.0,0.0,55.0
255.0,3.0,59.0
145.0,41.0,1.0
18.0,2.0,19.0
58.0,7.0,15.0
75.0,12.0,56.0
88.0,6.0,4.0
0.0,16.0,4.0
28.0,1.0,29.0
1.0,0.0,0.0
225.0,0.0,218.0
30.0,3.0,242.0
148.0,0.0,215.0
78.0,14.0,22.0
72.0,3.0,38.0
226.0,1.0,56.0
10.0,0.0,1.0
114.0,1.0,59.0
56.0,4.0,81.0
130.0,248.0,22.0
0.0,12.0,229.0
50.0,4.0,12.0
98.0,0.0,186.0
30.0,0.0,0.0
113.0,2.0,0.0
13.0,3.0,0.0
25.0,243.0,117.0
60.0,8.0,236.0
44.0,18.0,38.0
55.0,196.0,11.0
12.0,197.0,152.0
171.0,7.0,2.0
91.0,3.0,15.0
0.0,3.0,135.0
4.0,6.0,12.0
0.0,1.0,252.0
67.0,7.0,0.0
15.0,0.0,43.0
26.0,25.0,215.0
128.0,0.0,25.0
79.0,3.0,229.0
12.0,3.0,10.0
0.0,0.0,0.0
0.0,3.0,251.0
30.0,1.0,7.0
235.0,111.0,0.0
6.0,41.0,0.0
2.0,117.0,0.0
3.0,64.0,225.0
12.0,2.0,52.0
0.0,1.0,0.0
14.0,10.0,236.0
224.0,35.0,11.0
157.0,129.0,15.0
92.0,2.0,231.0
12.0,4.0,2.0
11.0,3.0,188.0
1.0,84.0,47.0
26.0,8.0,5.0
2.0,11.0,159.0
10.0,93.0,0.0
12.0,1.0,131.0
0.0,24.0,214.0
28.0,0.0,216.0
30.0,8.0,0.0
142.0,117.0,135.0
10.0,34.0,30.0
254.0,2.0,164.0
34.0,3.0,224.0
12.0,1.0,138.0
64.0,0.0,194.0
41.0,14.0,1.0
252.0,8.0,166.0
104.0,3.0,0.0
0.0,111.0,37.0
34.0,11.0,32.0
66.0,16.0,226.0
136.0,0.0,242.0
3.0,0.0,161.0
131.0,2.0,181.0
150.0,0.0,84.0
30.0,47.0,247.0
11.0,173.0,243.0
30.0,1.0,1.0
147.0,4.0,0.0
216.0,0.0,252.0
29.0,40.0,209.0
2.0,14.0,157.0
25.0,2.0,16.0
36.0,1.0,200.0
7.0,1.0,17.0
63.0,215.0,62.0
234.0,2.0,25.0
0.0,0.0,2.0
156.0,4.0,56.0
61.0,1.0,7.0
225.0,23.0,44.0
255.0,91.0,68.0
33.0,1.0,2.0
51.0,5.0,47.0
143.0,160.0,24.0
19.0,3.0,5.0
17.0,13.0,35.0
109.0,37.0,69.0
31.0,1.0,1.0
17.0,1.0,157.0
63.0,0.0,6.0
159.0,1.0,68.0
0.0,131.0,89.0
138.0,7.0,195.0
11.0,5.0,0.0
72.0,10.0,0.0
5.0,1.0,230.0
58.0,168.0,50.0
133.0,1.0,1.0
32.0,4.0,0.0
167.0,219.0,24.0
90.0,4.0,241.0
10.0,192.0,0.0
33.0,5.0,0.0
11.0,135.0,15.0
24.0,1.0,0.0
94.0,3.0,17.0
68.0,19.0,54.0
20.0,0.0,235.0
0.0,31.0,0.0
40.0,0.0,2.0
192.0,1.0,185.0
68.0,21.0,20.0
113.0,9.0,10.0
12.0,7.0,12.0
23.0,202.0,4.0
43.0,1.0,169.0
35.0,165.0,1.0
36.0,3.0,0.0
0.0,0.0,0.0
21.0,1.0,203.0
12.0,0.0,17.0
15.0,4.0,34.0
0.0,1.0,2.0
54.0,254.0,215.0
40.0,0.0,2.0
134.0,3.0,8.0
181.0,9.0,108.0
23.0,17.0,0.0
130.0,0.0,29.0
57.0,0.0,23.0
21.0,4.0,189.0
86.0,1.0,106.0
128.0,200.0,5.0
10.0,23.0,1.0
109.0,164.0,2.0
81.0,1.0,5.0
49.0,2.0,173.0
190.0,2.0,187.0
102.0,5.0,193.0
224.0,0.0,0.0
185.0,4.0,230.0
82.0,176.0,255.0
26.0,2.0,2.0
22.0,1.0,10.0
125.0,27.0,0.0
11.0,4.0,1.0
11.0,1.0,205.0
22.0,189.0,1.0
0.0,1.0,210.0
17.0,17.0,227.0
56.0,0.0,180.0
11.0,1.0,254.0
0.0,1.0,0.0
28.0,2.0,2.0
31.0,3.0,48.0
34.0,1.0,6.0
2.0,7.0,236.0
226.0,8.0,0.0
46.0,9.0,211.0
57.0,41.0,0.0
235.0,2.0,0.0
1.0,0.0,187.0
21.0,2.0,4.0
0.0,253.0,12.0
19.0,0.0,197.0
133.0,0.0,0.0
34.0,17.0,24.0
19.0,3.0,5.0
102.0,1.0,152.0
194.0,0.0,54.0
54.0,0.0,0.0
57.0,4.0,225.0
158.0,190.0,93.0
255.0,3.0,0.0
19.0,6.0,5.0
7.0,1.0,0.0
35.0,25.0,38.0
62.0,193.0,141.0
23.0,5.0,217.0
111.0,3.0,10.0
21.0,4.0,0.0
41.0,3.0,0.0
230.0,16.0,12.0
66.0,1.0,9.0
55.0,2.0,190.0
12.0,0.0,49.0
0.0,0.0,53.0
22.0,1.0,1.0
24.0,146.0,4.0
96.0,203.0,42.0
41.0,0.0,108.0
174.0,153.0,0.0
52.0,7.0,224.0
0.0,1.0,9.0
104.0,22.0,1.0
0.0,2.0,61.0
190.0,1.0,0.0
117.0,11.0,135.0
84.0,7.0,3.0
124.0,1.0,234.0
2.0,6.0,52.0
3.0,4.0,0.0
2.0,9.0,76.0
177.0,0.0,31.0
1.0,4.0,21.0
8.0,3.0,22.0
8.0,18.0,141.0
254.0,17.0,0.0
45.0,1.0,12.0
11.0,0.0,0.0
13.0,2.0,65.0
9.0,12.0,9.0
79.0,209.0,168.0
38.0,36.0,53.0
0.0,5.0,210.0
0.0,40.0,21.0
0.0,8.0,96.0
177.0,38.0,0.0
1.0,1.0,46.0
0.0,184.0,255.0
212.0,53.0,190.0
3.0,153.0,2.0
0.0,4.0,11.0
254.0,0.0,216.0
9.0,12.0,19.0
255.0,3.0,66.0
15.0,1.0,0.0
255.0,171.0,2.0
255.0,4.0,1.0
11.0,56.0,1.0
57.0,172.0,106.0
0.0,1.0,255.0
30.0,1.0,169.0
37.0,10.0,0.0
246.0,1.0,16.0
25.0,0.0,7.0
39.0,1.0,33.0
0.0,3.0,27.0
0.0,183.0,41.0
0.0,0.0,25.0
251.0,1.0,59.0
20.0,3.0,26.0
52.0,12.0,120.0
6.0,137.0,3.0
50.0,2.0,231.0
11.0,159.0,1.0
7.0,0.0,46.0
7.0,6.0,229.0
102.0,207.0,37.0
76.0,1.0,108.0
45.0,1.0,1.0
18.0,0.0,108.0
35.0,43.0,0.0
91.0,1.0,235.0
17.0,222.0,4.0
6.0,1.0,245.0
42.0,0.0,235.0
6.0,2.0,137.0
6.0,2.0,206.0
16.0,2.0,7.0
7.0,7.0,23.0
7.0,18.0,4.0
7.0,6.0,37.0
7.0,2.0,20.0
7.0,0.0,35.0
26.0,2.0,2.0
24.0,3.0,216.0
24.0,3.0,8.0
24.0,1.0,16.0
24.0,0.0,247.0
24.0,1.0,0.0
24.0,16.0,19.0
121.0,31.0,0.0
121.0,205.0,0.0
24.0,185.0,0.0
24.0,1.0,173.0
24.0,130.0,191.0
146.0,2.0,102.0
0.0,1.0,9.0
3.0,2.0,0.0
7.0,0.0,0.0
0.0,98.0,123.0
25.0,17.0,215.0
143.0,162.0,3.0
38.0,124.0,147.0
14.0,141.0,199.0
58.0,4.0,26.0
3.0,18.0,193.0
25.0,6.0,0.0
63.0,4.0,8.0
202.0,12.0,8.0
74.0,112.0,87.0
116.0,0.0,178.0
43.0,1.0,216.0
50.0,0.0,244.0
137.0,1.0,9.0
5.0,3.0,208.0
6.0,6.0,2.0
81.0,1.0,0.0
8.0,255.0,141.0
27.0,26.0,9.0
82.0,1.0,45.0
17.0,4.0,0.0
28.0,0.0,3.0
23.0,6.0,11.0
2.0,1.0,5.0
23.0,5.0,223.0
14.0,4.0,218.0
125.0,5.0,41.0
94.0,215.0,243.0
9.0,199.0,71.0
196.0,17.0,0.0
9.0,1.0,0.0
8.0,87.0,81.0
14.0,9.0,223.0
8.0,2.0,17.0
66.0,116.0,243.0
75.0,87.0,201.0
5.0,4.0,0.0
6.0,3.0,0.0
158.0,89.0,38.0
7.0,179.0,0.0
7.0,33.0,153.0
102.0,200.0,132.0
0.0,2.0,49.0
25.0,1.0,21.0
0.0,4.0,10.0
0.0,140.0,173.0
8.0,0.0,47.0
9.0,4.0,2.0
12.0,29.0,5.0
16.0,0.0,185.0
0.0,0.0,14.0
0.0,1.0,0.0
255.0,4.0,240.0
8.0,4.0,176.0
26.0,39.0,153.0
95.0,1.0,5.0
40.0,1.0,0.0
56.0,31.0,6.0
71.0,0.0,0.0
55.0,6.0,85.0
4.0,34.0,47.0
0.0,226.0,211.0
40.0,0.0,1.0
201.0,4.0,0.0
204.0,1.0,0.0
140.0,1.0,209.0
19.0,0.0,170.0
89.0,3.0,54.0
102.0,0.0,43.0
36.0,0.0,78.0
90.0,1.0,72.0
146.0,11.0,1.0
16.0,13.0,124.0
0.0,11.0,65.0
0.0,0.0,0.0
78.0,2.0,0.0
22.0,3.0,5.0
1.0,1.0,6.0
49.0,13.0,63.0
13.0,0.0,49.0
237.0,10.0,0.0
247.0,3.0,0.0
255.0,3.0,51.0
253.0,12.0,0.0
10.0,14.0,224.0
50.0,8.0,32.0
25.0,1.0,238.0
184.0,1.0,252.0
25.0,13.0,7.0
168.0,63.0,3.0
31.0,247.0,230.0
173.0,2.0,3.0
4.0,0.0,0.0
50.0,14.0,253.0
5.0,0.0,125.0
25.0,30.0,214.0
1.0,2.0,0.0
100.0,150.0,3.0
25.0,17.0,198.0
99.0,193.0,1.0
46.0,13.0,57.0
17.0,1.0,117.0
0.0,22.0,50.0
2.0,218.0,3.0
6.0,107.0,5.0
35.0,5.0,65.0
33.0,226.0,14.0
2.0,37.0,206.0
2.0,2.0,1.0
8.0,0.0,214.0
2.0,12.0,149.0
4.0,9.0,0.0
0.0,6.0,6.0
61.0,1.0,64.0
5.0,13.0,193.0
2.0,3.0,0.0
4.0,148.0,200.0
202.0,19.0,0.0
0.0,143.0,168.0
3.0,64.0,28.0
0.0,0.0,2.0
82.0,1.0,145.0
0.0,22.0,32.0
0.0,3.0,1.0
1.0,1.0,87.0
0.0,32.0,9.0
1.0,1.0,7.0
0.0,175.0,0.0
14.0,194.0,16.0
0.0,8.0,252.0
0.0,4.0,69.0
0.0,2.0,7.0
39.0,1.0,0.0
34.0,3.0,181.0
0.0,1.0,15.0
209.0,4.0,222.0
0.0,0.0,123.0
57.0,169.0,22.0
0.0,0.0,185.0
4.0,0.0,88.0
94.0,85.0,37.0
8.0,105.0,213.0
38.0,1.0,211.0
14.0,33.0,47.0
73.0,48.0,232.0
17.0,28.0,3.0
22.0,2.0,0.0
248.0,4.0,88.0
9.0,8.0,1.0
20.0,173.0,25.0
11.0,1.0,1.0
11.0,5.0,0.0
11.0,0.0,190.0
9.0,0.0,23.0
211.0,0.0,18.0
9.0,0.0,28.0
99.0,16.0,64.0
196.0,2.0,188.0
197.0,1.0,0.0
203.0,174.0,16.0
181.0,2.0,41.0
173.0,1.0,37.0
26.0,6.0,0.0
0.0,0.0,34.0
85.0,9.0,162.0
6.0,29.0,219.0
200.0,15.0,133.0
2.0,2.0,93.0
5.0,2.0,37.0
193.0,4.0,232.0
30.0,1.0,16.0
125.0,1.0,3.0
199.0,3.0,255.0
0.0,10.0,2.0
33.0,253.0,3.0
4.0,254.0,14.0
0.0,4.0,231.0
31.0,1.0,61.0
47.0,1.0,18.0
152.0,0.0,0.0
26.0,0.0,224.0
11.0,0.0,27.0
251.0,0.0,179.0
255.0,0.0,186.0
10.0,2.0,253.0
255.0,3.0,10.0
21.0,4.0,182.0
255.0,29.0,0.0
78.0,4.0,8.0
9.0,178.0,195.0
87.0,2.0,1.0
2.0,11.0,0.0
123.0,0.0,255.0
16.0,6.0,93.0
93.0,41.0,62.0
142.0,6.0,214.0
81.0,0.0,203.0
92.0,2.0,26.0
24.0,175.0,240.0
88.0,169.0,7.0
21.0,19.0,229.0
7.0,0.0,32.0
177.0,0.0,6.0
36.0,0.0,6.0
26.0,1.0,23.0
29.0,73.0,189.0
30.0,2.0,181.0
25.0,160.0,233.0
35.0,8.0,0.0
7.0,0.0,208.0
8.0,0.0,255.0
179.0,201.0,0.0
5.0,0.0,22.0
194.0,6.0,0.0
188.0,0.0,6.0
1.0,12.0,0.0
1.0,4.0,216.0
0.0,1.0,86.0
0.0,0.0,255.0
34.0,7.0,67.0
13.0,2.0,130.0
251.0,144.0,0.0
254.0,0.0,49.0
253.0,18.0,9.0
254.0,190.0,0.0
66.0,3.0,0.0
111.0,34.0,114.0
9.0,0.0,12.0
72.0,1.0,239.0
10.0,0.0,48.0
255.0,3.0,235.0
21.0,6.0,38.0
0.0,117.0,0.0
8.0,7.0,50.0
14.0,1.0,178.0
3.0,5.0,1.0
11.0,2.0,0.0
97.0,52.0,4.0
32.0,170.0,162.0
26.0,106.0,4.0
207.0,157.0,224.0
2.0,0.0,23.0
36.0,0.0,6.0
38.0,4.0,171.0
76.0,0.0,177.0
13.0,4.0,5.0
38.0,0.0,194.0
52.0,179.0,4.0
70.0,6.0,247.0
31.0,43.0,20.0
5.0,0.0,198.0
0.0,147.0,15.0
21.0,0.0,122.0
91.0,13.0,4.0
140.0,0.0,0.0
29.0,157.0,33.0
13.0,1.0,218.0
34.0,16.0,1.0
94.0,11.0,234.0
73.0,0.0,166.0
13.0,2.0,168.0
0.0,69.0,181.0
39.0,3.0,1.0
7.0,5.0,192.0
9.0,1.0,43.0
7.0,0.0,148.0
5.0,5.0,94.0
7.0,13.0,155.0
7.0,0.0,18.0
13.0,0.0,0.0
27.0,0.0,253.0
6.0,5.0,0.0
4.0,1.0,0.0
232.0,53.0,211.0
78.0,19.0,69.0
6.0,80.0,89.0
5.0,214.0,0.0
4.0,69.0,153.0
6.0,2.0,6.0
4.0,149.0,239.0
8.0,1.0,137.0
5.0,173.0,49.0
186.0,9.0,192.0
3.0,9.0,5.0
3.0,9.0,0.0
0.0,0.0,220.0
6.0,2.0,6.0
6.0,3.0,4.0
0.0,130.0,26.0
6.0,112.0,0.0
5.0,39.0,0.0
11.0,2.0,80.0
42.0,30.0,3.0
2.0,0.0,200.0
7.0,2.0,212.0
21.0,7.0,6.0
2.0,1.0,1.0
1.0,7.0,82.0
28.0,2.0,135.0
0.0,4.0,244.0
0.0,3.0,0.0
8.0,6.0,0.0
7.0,1.0,250.0
196.0,190.0,133.0
7.0,5.0,69.0
0.0,10.0,0.0
0.0,1.0,0.0
0.0,1.0,1.0
84.0,3.0,208.0
31.0,0.0,218.0
69.0,7.0,101.0
0.0,1.0,48.0
40.0,0.0,0.0
71.0,195.0,227.0
0.0,1.0,0.0
76.0,6.0,1.0
0.0,1.0,239.0
3.0,61.0,245.0
1.0,3.0,27.0
3.0,8.0,0.0
3.0,40.0,154.0
4.0,2.0,0.0
46.0,4.0,40.0
165.0,3.0,8.0
92.0,113.0,16.0
213.0,0.0,55.0
170.0,255.0,15.0
195.0,11.0,3.0
202.0,5.0,248.0
173.0,152.0,8.0
127.0,3.0,0.0
152.0,16.0,18.0
69.0,7.0,254.0
187.0,0.0,113.0
179.0,2.0,2.0
20.0,1.0,1.0
183.0,71.0,1.0
25.0,8.0,11.0
25.0,0.0,0.0
25.0,1.0,1.0
25.0,67.0,0.0
25.0,1.0,57.0
0.0,1.0,0.0
0.0,0.0,241.0
25.0,3.0,227.0
19.0,168.0,0.0
140.0,12.0,3.0
228.0,186.0,33.0
159.0,2.0,224.0
25.0,14.0,0.0
0.0,0.0,1.0
245.0,23.0,0.0
25.0,83.0,6.0
0.0,39.0,5.0
25.0,11.0,244.0
25.0,71.0,0.0
142.0,1.0,209.0
0.0,6.0,0.0
0.0,8.0,3.0
0.0,0.0,12.0
6.0,5.0,69.0
8.0,9.0,0.0
74.0,0.0,180.0
45.0,0.0,14.0
22.0,2.0,0.0
154.0,236.0,27.0
232.0,57.0,253.0
15.0,1.0,65.0
0.0,3.0,1.0
0.0,26.0,0.0
25.0,83.0,1.0
1.0,1.0,20.0
196.0,0.0,4.0
7.0,8.0,22.0
1.0,1.0,0.0
0.0,190.0,9.0
25.0,3.0,216.0
52.0,1.0,145.0
48.0,1.0,190.0
25.0,197.0,136.0
35.0,0.0,19.0
63.0,153.0,3.0
9.0,0.0,122.0
1.0,11.0,82.0
43.0,1.0,0.0
51.0,0.0,41.0
25.0,0.0,0.0
0.0,0.0,251.0
78.0,32.0,0.0
25.0,1.0,187.0
71.0,16.0,11.0
87.0,4.0,0.0
54.0,1.0,17.0
1.0,158.0,119.0
83.0,2.0,238.0
33.0,0.0,1.0
103.0,0.0,0.0
1.0,2.0,21.0
59.0,167.0,24.0
0.0,8.0,224.0
25.0,6.0,8.0
23.0,7.0,6.0
25.0,7.0,225.0
240.0,0.0,255.0
9.0,6.0,35.0
255.0,23.0,185.0
14.0,3.0,192.0
21.0,15.0,249.0
251.0,0.0,205.0
38.0,22.0,0.0
7.0,191.0,255.0
7.0,26.0,238.0
12.0,3.0,190.0
168.0,124.0,0.0
31.0,2.0,59.0
187.0,8.0,143.0
31.0,47.0,0.0
97.0,3.0,4.0
31.0,139.0,193.0
172.0,2.0,10.0
49.0,0.0,135.0
25.0,0.0,246.0
125.0,35.0,4.0
78.0,96.0,2.0
128.0,1.0,0.0
35.0,2.0,0.0
25.0,3.0,120.0
0.0,1.0,14.0
57.0,3.0,77.0
69.0,0.0,0.0
4.0,0.0,1.0
2.0,21.0,219.0
1.0,16.0,64.0
31.0,1.0,6.0
25.0,8.0,250.0
0.0,185.0,32.0
61.0,2.0,249.0
0.0,123.0,103.0
0.0,158.0,54.0
0.0,16.0,3.0
66.0,189.0,2.0
0.0,1.0,247.0
50.0,0.0,0.0
243.0,244.0,6.0
33.0,2.0,12.0
94.0,5.0,1.0
197.0,0.0,3.0
48.0,127.0,6.0
76.0,1.0,224.0
182.0,2.0,0.0
51.0,0.0,212.0
87.0,1.0,17.0
66.0,177.0,158.0
0.0,13.0,36.0
71.0,71.0,22.0
56.0,24.0,161.0
55.0,1.0,7.0
16.0,1.0,67.0
16.0,0.0,0.0
16.0,4.0,187.0
17.0,0.0,203.0
16.0,7.0,5.0
9.0,1.0,0.0
240.0,15.0,246.0
8.0,5.0,25.0
25.0,0.0,16.0
0.0,1.0,22.0
9.0,0.0,0.0
164.0,1.0,147.0
9.0,0.0,161.0
8.0,10.0,0.0
8.0,1.0,86.0
28.0,30.0,155.0
30.0,14.0,51.0
107.0,135.0,133.0
0.0,9.0,124.0
29.0,0.0,3.0
22.0,0.0,241.0
194.0,25.0,17.0
153.0,34.0,0.0
105.0,67.0,0.0
178.0,0.0,0.0
212.0,0.0,26.0
99.0,3.0,150.0
151.0,1.0,0.0
111.0,239.0,15.0
20.0,154.0,234.0
177.0,14.0,178.0
145.0,0.0,192.0
0.0,8.0,1.0
146.0,0.0,88.0
193.0,23.0,18.0
20.0,29.0,113.0
73.0,0.0,238.0
74.0,7.0,134.0
29.0,2.0,229.0
0.0,8.0,5.0
48.0,0.0,75.0
0.0,72.0,255.0
2.0,12.0,3.0
7.0,109.0,246.0
253.0,1.0,3.0
191.0,23.0,122.0
21.0,0.0,14.0
17.0,5.0,248.0
47.0,0.0,255.0
124.0,1.0,11.0
113.0,7.0,226.0
0.0,38.0,8.0
1.0,1.0,92.0
37.0,1.0,195.0
64.0,247.0,1.0
0.0,60.0,0.0
45.0,84.0,1.0
57.0,2.0,7.0
0.0,0.0,227.0
56.0,3.0,93.0
74.0,1.0,34.0
18.0,7.0,1.0
49.0,5.0,25.0
158.0,23.0,71.0
164.0,7.0,94.0
161.0,39.0,203.0
40.0,76.0,14.0
21.0,4.0,255.0
20.0,1.0,240.0
47.0,61.0,234.0
21.0,118.0,3.0
1.0,0.0,0.0
33.0,43.0,42.0
36.0,4.0,2.0
213.0,255.0,1.0
31.0,1.0,73.0
20.0,4.0,28.0
54.0,4.0,0.0
8.0,6.0,23.0
16.0,0.0,218.0
17.0,2.0,233.0
41.0,220.0,25.0
7.0,6.0,143.0
118.0,0.0,48.0
41.0,220.0,216.0
63.0,35.0,16.0
64.0,1.0,15.0
89.0,190.0,12.0
157.0,7.0,217.0
34.0,2.0,0.0
7.0,11.0,0.0
87.0,0.0,7.0
152.0,6.0,0.0
68.0,1.0,45.0
78.0,2.0,56.0
138.0,5.0,188.0
22.0,16.0,3.0
20.0,5.0,155.0
100.0,0.0,230.0
85.0,13.0,249.0
35.0,3.0,90.0
0.0,21.0,27.0
25.0,0.0,2.0
57.0,1.0,230.0
71.0,2.0,4.0
48.0,11.0,0.0
72.0,2.0,146.0
55.0,4.0,63.0
2.0,70.0,223.0
0.0,1.0,2.0
117.0,1.0,16.0
25.0,3.0,0.0
22.0,0.0,185.0
11.0,15.0,8.0
188.0,11.0,0.0
13.0,154.0,0.0
95.0,2.0,146.0
6.0,10.0,0.0
56.0,0.0,1.0
31.0,44.0,28.0
6.0,1.0,11.0
7.0,6.0,231.0
6.0,10.0,0.0
0.0,148.0,0.0
8.0,255.0,0.0
6.0,0.0,11.0
6.0,1.0,245.0
47.0,4.0,67.0
29.0,1.0,57.0
66.0,8.0,0.0
62.0,4.0,5.0
187.0,3.0,14.0
45.0,204.0,1.0
70.0,0.0,24.0
19.0,27.0,87.0
214.0,7.0,141.0
241.0,13.0,7.0
16.0,1.0,5.0
23.0,1.0,10.0
8.0,3.0,0.0
0.0,108.0,195.0
8.0,22.0,99.0
5.0,5.0,251.0
98.0,4.0,17.0
40.0,128.0,112.0
7.0,69.0,16.0
7.0,0.0,14.0
7.0,1.0,3.0
7.0,10.0,1.0
7.0,2.0,171.0
57.0,0.0,234.0
44.0,0.0,10.0
13.0,0.0,13.0
7.0,253.0,140.0
85.0,227.0,116.0
16.0,64.0,22.0
6.0,6.0,34.0
46.0,13.0,0.0
125.0,0.0,211.0
6.0,0.0,0.0
49.0,208.0,1.0
8.0,0.0,116.0
57.0,4.0,97.0
43.0,2.0,99.0
6.0,46.0,249.0
65.0,0.0,25.0
68.0,4.0,2.0
37.0,0.0,0.0
37.0,92.0,0.0
8.0,3.0,236.0
7.0,0.0,0.0
27.0,4.0,2.0
110.0,227.0,30.0
115.0,1.0,6.0
173.0,8.0,227.0
98.0,0.0,23.0
20.0,63.0,235.0
91.0,40.0,99.0
75.0,1.0,255.0
151.0,48.0,26.0
20.0,1.0,0.0
30.0,0.0,0.0
20.0,1.0,198.0
0.0,15.0,129.0
28.0,5.0,0.0
67.0,1.0,180.0
75.0,1.0,217.0
16.0,11.0,223.0
25.0,152.0,18.0
145.0,131.0,23.0
30.0,31.0,0.0
25.0,3.0,202.0
42.0,0.0,36.0
34.0,37.0,195.0
9.0,7.0,0.0
22.0,1.0,1.0
26.0,137.0,218.0
1.0,1.0,0.0
241.0,53.0,193.0
3.0,2.0,1.0
4.0,1.0,1.0
5.0,169.0,2.0
0.0,119.0,12.0
87.0,3.0,43.0
1.0,10.0,193.0
5.0,81.0,214.0
0.0,1.0,223.0
89.0,78.0,232.0
37.0,135.0,0.0
70.0,0.0,215.0
119.0,14.0,121.0
